Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,2015-08-30,2015,8,0.1625,1.744,1%-20%
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248,2015-08-30,2015,8,-0.225,2.944,1%-20%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,153.552,3,0.2,51.8238,2015-08-30,2015,8,0.3375,51.184,1%-20%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,270.62,2,0.0,2.7062,2015-08-30,2015,8,0.01,135.31,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316,2015-08-31,2015,8,0.44,78.14999999999999,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416,2015-08-31,2015,8,0.42,36.24,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285,2015-08-31,2015,8,0.30000000000000004,3.65,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824,2015-08-31,2015,8,0.32,63.94,0%
First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,151.056,9,0.2,7.5528,2015-08-31,2015,8,0.049999999999999996,16.784000000000002,1%-20%
Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322,2015-08-31,2015,8,-0.44999999999999996,5.032,41%-60%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348,2015-08-31,2015,8,-1.55,1.036,61%-80%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568,2015-08-31,2015,8,0.1125,2.624,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008,2015-08-31,2015,8,-0.025,12.016,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786,2015-08-31,2015,8,0.32499999999999996,2.088,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732,2015-09-01,2015,9,-1.5,0.7480000000000001,61%-80%
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,29.22,3,0.0,12.8568,2015-09-01,2015,9,0.44,9.74,0%
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,6.48,1,0.0,3.1104,2015-09-01,2015,9,0.4799999999999999,6.48,0%
Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,1.188,2,0.7,-0.99,2015-09-01,2015,9,-0.8333333333333334,0.594,61%-80%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764,2015-09-01,2015,9,0.06666666666666667,90.882,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0.0,95.76,2015-09-01,2015,9,0.45,106.4,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0.0,18.1044,2015-09-01,2015,9,0.4699999999999999,4.28,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0.0,21.792,2015-09-01,2015,9,0.30000000000000004,36.32,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0.0,12.712,2015-09-01,2015,9,0.28,11.35,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0.0,6.3296,2015-09-01,2015,9,0.46,6.88,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991,2015-09-02,2015,9,0.1,80.991,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771,2015-09-02,2015,9,0.33749999999999997,3.9280000000000004,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0.0,1.7876,2015-09-02,2015,9,0.41,2.18,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157,2015-09-02,2015,9,0.2111111111111111,262.557,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0.0,350.9082,2015-09-02,2015,9,0.27,649.83,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735,2015-09-02,2015,9,0.16666666666666669,450.88199999999995,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0.0,28.3095,2015-09-02,2015,9,0.27,34.949999999999996,0%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0.0,20.3898,2015-09-02,2015,9,0.34,19.99,0%
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752,2015-09-02,2015,9,-0.2666666666666667,157.266,21%-40%
Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,3.5784,2015-09-02,2015,9,0.2625,3.408,1%-20%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516,2015-09-03,2015,9,-2.5500000000000003,9.716,61%-80%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,-8.18,2015-09-03,2015,9,-0.125,13.088,1%-20%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,6.0,2,0.2,2.1,2015-09-03,2015,9,0.35000000000000003,3.0,1%-20%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436,2015-09-03,2015,9,-1.7,0.636,61%-80%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,2015-09-03,2015,9,-0.014285714285714287,210.68599999999998,21%-40%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,110.096,2,0.2,33.0288,2015-09-03,2015,9,0.3,55.048,1%-20%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,16.752,6,0.2,5.4444,2015-09-03,2015,9,0.325,2.792,1%-20%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0.0,2015-09-03,2015,9,0.0,170.786,21%-40%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,2015-09-03,2015,9,-0.02857142857142857,224.686,21%-40%
Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,41.904,6,0.2,14.1426,2015-09-03,2015,9,0.33749999999999997,6.984000000000001,1%-20%
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896,2015-09-04,2015,9,0.25999999999999995,569.99,0%
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724,2015-09-04,2015,9,0.46,4.9799999999999995,0%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,191.976,3,0.2,19.1976,2015-09-04,2015,9,0.1,63.992,1%-20%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6.5538,2015-09-04,2015,9,0.27499999999999997,7.944,1%-20%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,0.2,61.3824,2015-09-04,2015,9,0.15,51.152,1%-20%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,72.588,2,0.7,-128.2388,2015-09-04,2015,9,-1.7666666666666668,36.294,61%-80%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,61.568,2,0.2,4.6176,2015-09-04,2015,9,0.07500000000000001,30.784,1%-20%
Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,20.96,4,0.2,6.812,2015-09-04,2015,9,0.325,5.24,1%-20%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,44.75,5,0.0,8.5025,2015-09-04,2015,9,0.19,8.95,0%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,11.96,2,0.0,5.382,2015-09-04,2015,9,0.44999999999999996,5.98,0%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.912,1,0.2,1.2714,2015-09-05,2015,9,0.325,3.912,1%-20%
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666,2015-09-05,2015,9,0.16666666666666666,54.666,1%-20%
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.408,4,0.2,18.528,2015-09-05,2015,9,0.37499999999999994,12.352,1%-20%
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,53.25,3,0.0,20.7675,2015-09-05,2015,9,0.38999999999999996,17.75,0%
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,3.76,2,0.0,1.316,2015-09-05,2015,9,0.35000000000000003,1.88,0%
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674,2015-09-05,2015,9,0.21111111111111108,54.801,1%-20%
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,163.96,5,0.2,59.4355,2015-09-05,2015,9,0.3625,32.792,1%-20%
First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,161.28,2,0.2,12.096,2015-09-05,2015,9,0.075,80.64,1%-20%
Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,192.8,4,0.0,55.912,2015-09-05,2015,9,0.29,48.2,0%
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,27.696,3,0.2,3.462,2015-09-05,2015,9,0.125,9.232000000000001,1%-20%
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682,2015-09-06,2015,9,-2.55,12.194,61%-80%
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,32.064,6,0.2,11.2224,2015-09-06,2015,9,0.35000000000000003,5.344,1%-20%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,205.666,2,0.15,-12.098,2015-09-06,2015,9,-0.05882352941176471,102.833,1%-20%
First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,115.44,3,0.0,30.0144,2015-09-06,2015,9,0.26,38.48,0%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,274.8,5,0.0,134.652,2015-09-06,2015,9,0.48999999999999994,54.96,0%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0.0,3.9128,2015-09-06,2015,9,0.02,48.91,0%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0.0,74.8142,2015-09-06,2015,9,0.29,128.99,0%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,119.04,6,0.0,48.8064,2015-09-06,2015,9,0.41,19.84,0%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,20.07,3,0.0,9.2322,2015-09-06,2015,9,0.46,6.69,0%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,11.76,4,0.0,3.1752,2015-09-06,2015,9,0.26999999999999996,2.94,0%
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,40.736,2,0.2,14.7668,2015-09-07,2015,9,0.36250000000000004,20.368,1%-20%
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,201.584,2,0.2,12.599,2015-09-07,2015,9,0.0625,100.792,1%-20%
First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,340.704,6,0.2,-34.0704,2015-09-07,2015,9,-0.09999999999999999,56.784,1%-20%
First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,354.9,5,0.0,88.725,2015-09-07,2015,9,0.25,70.97999999999999,0%
Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,1198.33,10,0.15,70.49,2015-09-07,2015,9,0.058823529411764705,119.833,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4,0.0,0.8792,2015-09-07,2015,9,0.01,21.98,0%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2,0.2,10.3936,2015-09-07,2015,9,0.19999999999999998,25.984,1%-20%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,51.336,3,0.2,5.7753,2015-09-07,2015,9,0.1125,17.112,1%-20%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,332.704,1,0.2,33.2704,2015-09-07,2015,9,0.1,332.704,1%-20%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,42.408,3,0.2,9.5418,2015-09-07,2015,9,0.225,14.136000000000001,1%-20%
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,81.54,3,0.0,38.3238,2015-09-08,2015,9,0.47,27.180000000000003,0%
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,167.28,12,0.0,23.4192,2015-09-08,2015,9,0.13999999999999999,13.94,0%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,772.68,4,0.0,108.1752,2015-09-08,2015,9,0.14,193.17,0%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,323.976,3,0.2,28.3479,2015-09-08,2015,9,0.0875,107.992,1%-20%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,11.808,4,0.2,3.9852,2015-09-08,2015,9,0.33749999999999997,2.952,1%-20%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,26.16,3,0.2,1.962,2015-09-08,2015,9,0.075,8.72,1%-20%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,33.57,5,0.7,-25.737,2015-09-08,2015,9,-0.7666666666666666,6.714,61%-80%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,4.992,3,0.2,1.3728,2015-09-08,2015,9,0.275,1.664,1%-20%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,20.016,3,0.2,5.5044,2015-09-08,2015,9,0.275,6.672,1%-20%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,170.24,2,0.2,53.2,2015-09-08,2015,9,0.3125,85.12,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,117.456,3,0.2,44.046,2015-09-09,2015,9,0.375,39.152,1%-20%
Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,22.96,2,0.0,11.2504,2015-09-09,2015,9,0.49,11.48,0%
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,13.36,2,0.0,6.4128,2015-09-09,2015,9,0.48,6.68,0%
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.248,3,0.2,11.5587,2015-09-09,2015,9,0.3375,11.415999999999999,1%-20%
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,3.52,2,0.0,1.0208,2015-09-09,2015,9,0.29,1.76,0%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,26.7,5,0.0,12.549,2015-09-09,2015,9,0.47,5.34,0%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,21.2,2,0.0,9.116,2015-09-09,2015,9,0.43,10.6,0%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,838.38,2,0.0,226.3626,2015-09-09,2015,9,0.26999999999999996,419.19,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,1690.04,4,0.0,422.51,2015-09-09,2015,9,0.25,422.51,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,85.96,7,0.0,24.0688,2015-09-09,2015,9,0.28,12.28,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,121.96,2,0.0,57.3212,2015-09-10,2015,9,0.47000000000000003,60.98,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,23.92,4,0.0,11.7208,2015-09-10,2015,9,0.49,5.98,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,63.96,2,0.0,6.396,2015-09-10,2015,9,0.09999999999999999,31.98,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0.0,176.386,2015-09-10,2015,9,0.27999999999999997,125.99000000000001,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,113.73,3,0.0,32.9817,2015-09-10,2015,9,0.29,37.910000000000004,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.6,2,0.0,6.862,2015-09-10,2015,9,0.47000000000000003,7.3,0%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,887.84,8,0.0,17.7568,2015-09-10,2015,9,0.019999999999999997,110.98,0%
First Class,Home Office,United States,Portland,Oregon,97206,West,Furniture,Chairs,403.92,5,0.2,25.245,2015-09-10,2015,9,0.0625,80.784,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,106.8,10,0.2,10.68,2015-09-10,2015,9,0.1,10.68,1%-20%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,70.95,3,0.0,20.5755,2015-09-10,2015,9,0.29000000000000004,23.650000000000002,0%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.944,6,0.2,11.7936,2015-09-11,2015,9,0.33749999999999997,5.824000000000001,1%-20%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,119.04,6,0.0,35.712,2015-09-11,2015,9,0.3,19.84,0%
Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,383.84,4,0.2,47.98,2015-09-11,2015,9,0.125,95.96,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,799.56,9,0.0,207.8856,2015-09-11,2015,9,0.26,88.83999999999999,0%
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,31.44,3,0.0,8.4888,2015-09-11,2015,9,0.26999999999999996,10.48,0%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072,2015-09-11,2015,9,0.3499999999999999,5.184,1%-20%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115,2015-09-11,2015,9,-1.55,1.266,61%-80%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,75.88,5,0.2,26.558,2015-09-11,2015,9,0.35000000000000003,15.175999999999998,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,329.988,2,0.4,-76.9972,2015-09-11,2015,9,-0.23333333333333336,164.994,21%-40%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,71.376,3,0.2,-4.461,2015-09-11,2015,9,-0.0625,23.792,1%-20%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,63.77,7,0.0,28.6965,2015-09-12,2015,9,0.44999999999999996,9.110000000000001,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,50.97,3,0.0,13.2522,2015-09-12,2015,9,0.26,16.99,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,96.08,2,0.0,46.1184,2015-09-12,2015,9,0.48000000000000004,48.04,0%
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Copiers,1439.968,4,0.2,485.9892,2015-09-12,2015,9,0.33749999999999997,359.992,1%-20%
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Accessories,43.56,3,0.2,-4.9005,2015-09-12,2015,9,-0.1125,14.520000000000001,1%-20%
Standard Class,Consumer,United States,Apple Valley,California,92307,West,Furniture,Chairs,563.92,5,0.2,7.049,2015-09-12,2015,9,0.012500000000000002,112.78399999999999,1%-20%
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,235.152,8,0.4,-47.0304,2015-09-12,2015,9,-0.2,29.394,21%-40%
First Class,Home Office,United States,Marion,Ohio,43302,East,Furniture,Furnishings,7.712,2,0.2,1.7352,2015-09-12,2015,9,0.225,3.856,1%-20%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,51.016,7,0.2,15.9425,2015-09-12,2015,9,0.3125,7.287999999999999,1%-20%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,25.248,4,0.2,7.89,2015-09-12,2015,9,0.3125,6.312,1%-20%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,56.686,1,0.3,-14.5764,2015-09-13,2015,9,-0.2571428571428571,56.686,21%-40%
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Storage,51.168,2,0.2,-6.396,2015-09-13,2015,9,-0.125,25.584,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,2793.528,9,0.2,942.8157,2015-09-13,2015,9,0.3375,310.392,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1000.02,7,0.0,290.0058,2015-09-13,2015,9,0.29000000000000004,142.85999999999999,0%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,65.94,3,0.0,22.4196,2015-09-13,2015,9,0.34,21.98,0%
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Fasteners,18.24,3,0.0,9.12,2015-09-13,2015,9,0.5,6.079999999999999,0%
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Appliances,76.12,2,0.0,22.0748,2015-09-13,2015,9,0.29,38.06,0%
Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Envelopes,7.64,1,0.0,3.7436,2015-09-13,2015,9,0.49,7.64,0%
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,68.16,3,0.0,27.9456,2015-09-13,2015,9,0.41000000000000003,22.72,0%
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,62.24,8,0.0,29.2528,2015-09-13,2015,9,0.47,7.78,0%
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,29.97,3,0.0,0.2997,2015-09-14,2015,9,0.010000000000000002,9.99,0%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,125.7,6,0.0,35.196,2015-09-14,2015,9,0.27999999999999997,20.95,0%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0.0,51.8346,2015-09-14,2015,9,0.27,95.99,0%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Storage,20.86,7,0.0,1.4602,2015-09-14,2015,9,0.06999999999999999,2.98,0%
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,56.7,9,0.0,26.082,2015-09-14,2015,9,0.45999999999999996,6.300000000000001,0%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,72.704,4,0.2,19.0848,2015-09-14,2015,9,0.26250000000000007,18.176,1%-20%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7,0.2,1.0731,2015-09-14,2015,9,0.0875,1.752,1%-20%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Storage,218.352,3,0.2,-54.588,2015-09-14,2015,9,-0.25,72.784,1%-20%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Bookcases,66.294,1,0.7,-103.8606,2015-09-14,2015,9,-1.5666666666666669,66.294,61%-80%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Chairs,291.168,4,0.2,-14.5584,2015-09-14,2015,9,-0.05,72.792,1%-20%
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,88.776,3,0.2,7.7679,2015-09-15,2015,9,0.08750000000000001,29.592,1%-20%
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,110.376,4,0.4,-20.2356,2015-09-15,2015,9,-0.18333333333333335,27.594,21%-40%
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,55.176,3,0.2,15.8631,2015-09-15,2015,9,0.2875,18.392,1%-20%
Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Office Supplies,Art,30.32,4,0.0,11.8248,2015-09-15,2015,9,0.39,7.58,0%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,177.568,2,0.2,8.8784,2015-09-15,2015,9,0.04999999999999999,88.784,1%-20%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2015-09-15,2015,9,0.48000000000000004,6.48,0%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,71.28,11,0.0,34.2144,2015-09-15,2015,9,0.48,6.48,0%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1471.96,5,0.2,459.9875,2015-09-15,2015,9,0.3125,294.392,1%-20%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,79.96,5,0.2,-17.991,2015-09-15,2015,9,-0.225,15.991999999999999,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,2015-09-15,2015,9,0.375,19.192,1%-20%
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,26.336,4,0.2,9.2176,2015-09-16,2015,9,0.35,6.584,1%-20%
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,166.5,3,0.0,21.645,2015-09-16,2015,9,0.13,55.5,0%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,360.38,2,0.0,93.6988,2015-09-16,2015,9,0.26,180.19,0%
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.744,1,0.2,3.8168,2015-09-16,2015,9,0.325,11.744,1%-20%
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,247.44,8,0.0,101.4504,2015-09-16,2015,9,0.41000000000000003,30.93,0%
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,18.24,2,0.7,-14.592,2015-09-16,2015,9,-0.8,9.12,61%-80%
